Indicator Name,Indicator Value,Governorates,District,Topic,x,y,Year,Name,GOVERNORATE_ID
The growth rate of the number of workers in the productive factories,23,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
The rate of alienation of foreign workers in producing factories,29,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
The rate of productive factories investment,11,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
Availability of good places for tourism,36.6,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Emiratisation rate in the private sector,5,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Relative distribution of local tourism by place of residence,1937,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The growth rate of producing factories,0,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The growth rate of the number of producing factories,0,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The growth rate of the number of workers in the productive factories,1,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The rate of alienation of foreign workers in producing factories,32,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
The rate of productive factories investment,2,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Availability of good places for tourism,36,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
Emiratisation rate in the private sector,11,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
Relative distribution of local tourism by place of residence,24888,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
The growth rate of producing factories,10,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
The growth rate of the number of producing factories,13,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
The growth rate of the number of workers in the productive factories,14,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
The rate of alienation of foreign workers in producing factories,52,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
The rate of productive factories investment,66,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2020,الدمام,00500
Availability of good places for tourism,27,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Emiratisation rate in the private sector,14,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Relative distribution of local tourism by place of residence,23622,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
The growth rate of producing factories,13,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
The growth rate of the number of producing factories,10,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
The growth rate of the number of workers in the productive factories,11,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
The rate of alienation of foreign workers in producing factories,51,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
The rate of productive factories investment,98,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Availability of good places for tourism,36,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Relative distribution of local tourism by place of residence,61392,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
The growth rate of producing factories,15,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
The growth rate of the number of producing factories,10,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
The growth rate of the number of workers in the productive factories,15,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
The rate of alienation of foreign workers in producing factories,43,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
The rate of productive factories investment,100,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2020,محافظة حفر الباطن,00502
Availability of good places for tourism,44,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Relative distribution of local tourism by place of residence,47390,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
The growth rate of producing factories,14,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
The growth rate of the number of producing factories,15,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
The growth rate of the number of workers in the productive factories,15,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
The rate of alienation of foreign workers in producing factories,59,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
The rate of productive factories investment,68,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2020,محافظة الجبيل,00503
Availability of good places for tourism,67,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
Emiratisation rate in the private sector,18,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
Relative distribution of local tourism by place of residence,66809,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
The growth rate of producing factories,14,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
The growth rate of the number of producing factories,11,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
The growth rate of the number of workers in the productive factories,12,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
The rate of alienation of foreign workers in producing factories,53,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
The rate of productive factories investment,73,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2020,محافظة القطيف,00504
Availability of good places for tourism,31,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
Emiratisation rate in the private sector,16,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
Relative distribution of local tourism by place of residence,42596,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
The growth rate of producing factories,13,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
The growth rate of the number of producing factories,14,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
The growth rate of the number of workers in the productive factories,15,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
The rate of alienation of foreign workers in producing factories,47,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
The rate of productive factories investment,95,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2020,محافظة الخبر,00505
Availability of good places for tourism,36,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
Emiratisation rate in the private sector,19,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
Relative distribution of local tourism by place of residence,45533,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
The growth rate of producing factories,11,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
The growth rate of the number of producing factories,12,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
The growth rate of the number of workers in the productive factories,11,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
The rate of alienation of foreign workers in producing factories,52,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
The rate of productive factories investment,74,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2020,محافظة الخفجي,00506
Availability of good places for tourism,69,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
Emiratisation rate in the private sector,13,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
Relative distribution of local tourism by place of residence,15988,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
The growth rate of producing factories,10,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
The growth rate of the number of producing factories,13,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
The growth rate of the number of workers in the productive factories,10,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
The rate of alienation of foreign workers in producing factories,47,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
The rate of productive factories investment,95,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2020,محافظة رأس تنورة,00507
Availability of good places for tourism,69,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
Emiratisation rate in the private sector,20,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
Relative distribution of local tourism by place of residence,44482,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
The growth rate of producing factories,15,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
The growth rate of the number of producing factories,12,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
The growth rate of the number of workers in the productive factories,15,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
The rate of alienation of foreign workers in producing factories,41,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2020,محافظة بقيق,00508
Availability of good places for tourism,33,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2020,محافظة النعيرية,00509
Relative distribution of local tourism by place of residence,38146,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2020,محافظة النعيرية,00509
The growth rate of producing factories,13,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2020,محافظة النعيرية,00509
The growth rate of the number of producing factories,14,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2020,محافظة النعيرية,00509
The growth rate of the number of workers in the productive factories,15,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2020,محافظة النعيرية,00509
The rate of alienation of foreign workers in producing factories,51,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2020,محافظة النعيرية,00509
